ReviewID,CustomerID,Age,Gender,Location,Date,Brand,Product,ProductID,Rating,ReviewCategory,ReviewText,Cuisine,HealthPref,PriceSensitivity,WouldRecommend,SentimentLabel,SentimentScore,Polarity,Subjectivity,HelpfulUpvotes,HelpfulDownvotes
RU002605,bct324zbl5kz,31,F,Jamshedpur,2024-11-11,FoodAdda,Mango Sticky Rice,PID00192,1,Customer Service,interaction. help; Zero to truly effort a frustrating,Thai,Gluten-Free,Low,No,Negative,-1.0,-0.4,0.9,22,0
RU002606,bor2dqr9fm6d,21,M,Bhopal,2024-11-11,CurryCraft,Masala Dosa,PID00301,3,Customer Service,"done. nothing Average but got great, the job they service,",Indian,Gluten-Free,Medium,No,Neutral,0.0,0.33,0.57,1,1
RU002607,922lnl5yhcmd,22,Other,Coimbatore,2024-11-11,SpiceHub,Chicken Biryani,PID00042,2,Value for Money,paid too for the much like I experience. Felt,Indian,Vegan,Medium,Yes,Negative,-0.5,0.2,0.2,8,2
RU002608,py9fju6h2l8t,34,M,Surat,2024-11-11,FreshBite,Sautéed Veggies,PID00048,2,Portion Size,left A side; food. the wanting me on bit more smaller,Continental,Vegan,Medium,No,Negative,-0.5,0.17,0.33,1,6
RU002609,ch9r6hvlcaac,45,F,Nashik,2024-11-11,WrapNation,Fajitas,PID00055,4,Temperature,control—well Solid temperature done.,Mexican,Vegan,Low,Yes,Positive,0.5,0.0,0.1,5,4
RU002610,l6vmvd4qcs5w,32,F,Pune,2024-11-11,TandooriTrail,Chole Bhature,PID00813,4,Delivery,delivery time professionally. On and handled the was,Indian,Vegan,Low,No,Positive,0.5,0.1,0.1,20,8
RU002611,p4fwkyzu4knl,18,F,Surat,2024-11-11,TandooriTrail,Paneer Butter Masala,PID00533,4,Customer Service,efficiently They resolved and my attitude. query good with,Indian,Vegan,Medium,Yes,Positive,0.5,0.7,0.6,5,5
RU002612,ymxdpok8gy75,39,F,Trichy,2024-11-12,FreshBite,Meatloaf,PID00337,3,Taste,"It but edible. decent and could more use was otherwise seasoning,",Continental,None,Medium,No,Neutral,0.0,0.33,0.58,13,1
RU002613,zorcgr42qier,33,M,Agra,2024-11-12,FreshBite,Sautéed Veggies,PID00048,4,Packaging,good concerns. A major packaging; very of no standard,Continental,None,Low,Yes,Positive,0.5,0.25,0.37,18,1
RU002614,vow0as0i38fb,45,F,Ranchi,2024-11-12,NoodleNest,Hakka Noodles,PID00310,1,Portion Size,small. quantity The was shockingly,Chinese,Gluten-Free,Medium,No,Negative,-1.0,-0.62,0.7,9,3
RU002615,34omff2htb2y,56,M,Mumbai,2024-11-12,UrbanTadka,Chicken Biryani,PID00168,2,Customer Service,to to request Had my be multiple repeat times understood.,Indian,Non-Veg,High,Yes,Negative,-0.5,0.0,0.0,3,1
RU002616,zjqxjy59f5zr,48,Other,Vijayawada,2024-11-12,SpiceHub,Butter Naan,PID00122,4,Taste,"I dish would again. order that professionally solid, A cooked happily",Indian,Gluten-Free,High,No,Positive,0.5,0.4,0.55,19,0
RU002617,26xnisosz0d3,40,M,Patna,2024-11-12,FreshBite,Steak,PID00091,4,Temperature,perfect was highly and temperature mostly enjoyable. The,Continental,Non-Veg,Medium,Yes,Positive,0.5,0.55,0.71,23,10
RU002618,62zllt99i7zf,23,M,Aurangabad,2024-11-12,FoodAdda,Sticky Rice,PID00201,2,Portion Size,have satisfying. been bigger Could truly be to,Thai,Gluten-Free,Low,Yes,Negative,-0.5,0.25,0.75,4,6
RU002619,avh9ks02qh4e,58,F,Rajkot,2024-11-12,SpiceHub,Masala Dosa,PID00186,4,Portion Size,"honest portion. standard, Felt like a",Indian,None,Low,Yes,Positive,0.5,0.3,0.45,5,2
RU002620,p7u5q4lzj9nd,39,M,Vizag,2024-11-12,FiestaGrill,Salsa Verde,PID00333,3,Customer Service,enthusiasm or lacked but Functional warmth.,Mexican,Vegan,Medium,No,Neutral,0.0,0.0,0.0,17,10
RU002621,4m8nmkwcj8dl,34,M,Tirunelveli,2024-11-12,NoodleNest,Tofu Chili,PID00611,3,Customer Service,enthusiasm lacked warmth. but or Functional,Chinese,None,Low,No,Neutral,0.0,0.0,0.0,6,10
RU002622,w64b9kkc21p4,53,M,Ranchi,2024-11-12,WokWay,Wonton Soup,PID00024,5,Value for Money,the every quality and Exceptional price. Worth penny! for quantity,Chinese,Non-Veg,Low,No,Positive,1.0,0.52,0.55,8,4
RU002623,eiyaz39pecn0,24,Other,Ranchi,2024-11-12,WrapNation,Tostadas,PID00120,1,Taste,Seriously were the flavors off inedible; spoiled. completely or,Mexican,Vegetarian,High,Yes,Negative,-1.0,-0.12,0.53,6,1
RU002624,e0d3au4p8sdx,22,F,Tirunelveli,2024-11-13,VeganVibes,Beef Stroganoff,PID00473,2,Value for Money,the received. or quality overpriced size A the bit portion for,Continental,None,Low,No,Negative,-0.5,0.0,0.0,0,0
RU002625,dtwh7f0x38fc,51,M,Patna,2024-11-13,TandooriTrail,Butter Naan,PID00038,3,Taste,"more It seasoning, was decent edible. use and otherwise could but",Indian,Vegetarian,Medium,No,Neutral,0.0,0.33,0.58,16,2
RU002626,1rtt097oq3q9,20,M,Vizag,2024-11-13,FoodAdda,Green Curry,PID00413,3,Delivery,"particularly nothing slow. Standard speed, delivery or fast",Thai,Vegetarian,High,No,Neutral,0.0,0.02,0.33,24,10
RU002627,o6oog8yrc7qg,44,F,Aurangabad,2024-11-13,TandooriTrail,Chicken Curry,PID00522,3,Temperature,"hot—acceptable The better. warm, be but could was food not",Indian,None,Low,No,Neutral,0.0,0.55,0.55,11,0
RU002628,kv3i4bcq62vx,30,M,Chandigarh,2024-11-13,FreshBite,Caesar Salad,PID00032,2,Packaging,and poorly. The packed were cold hot together items,Continental,Non-Veg,Medium,Yes,Negative,-0.5,-0.25,0.82,1,6
RU002629,2rkj2lbtt3rw,28,M,Nagpur,2024-11-13,FreshBite,Garlic Bread,PID00106,1,Temperature,inedible/unsafe. temperature—makes Unacceptable food the,Continental,Vegetarian,High,No,Negative,-1.0,0.0,0.0,22,5
RU002630,lbwg25ay0ee5,35,M,Delhi,2024-11-13,TandooriTrail,Fish Fry,PID00050,3,Temperature,"hot—acceptable better. be but The was could warm, food not",Indian,Vegan,Low,No,Neutral,0.0,0.55,0.55,11,1
RU002631,hn3f9zxqerbk,42,M,Trichy,2024-11-13,FreshBite,Steak,PID00091,4,Temperature,"a minor, warm; Arrived acceptable very temperature drop. only",Continental,Gluten-Free,Low,No,Positive,0.5,0.19,0.53,1,8
RU002632,rkawfbal0t3p,27,Other,Udaipur,2024-11-13,PastaPalace,Tiramisu,PID00279,4,Hygiene,"no of level visible cleanliness, issues. Very good",Italian,None,Medium,No,Positive,0.5,0.91,0.78,0,1
RU002633,c73qwdtcplea,26,M,Ranchi,2024-11-13,FoodAdda,Green Curry,PID00413,3,Value for Money,"overpriced priced—no not but either. Fairly deals, great",Thai,Vegan,Low,No,Neutral,0.0,0.75,0.82,23,5
RU002634,vwgzl3h9pqrf,41,F,Hubli,2024-11-13,UrbanTadka,Fish Fry,PID01913,1,Customer Service,a help; effort Zero interaction. to frustrating truly,Indian,Vegetarian,Medium,Yes,Negative,-1.0,-0.4,0.9,1,1
RU002635,uy84o6yi8b8m,22,F,Thanjavur,2024-11-13,TandooriTrail,Dal Makhani,PID00475,2,Temperature,hot. have it food been quite The when was should cold,Indian,Non-Veg,High,Yes,Negative,-0.5,-0.17,0.93,4,7
RU002636,38ez7zanuyrd,47,F,Udaipur,2024-11-14,TandooriTrail,Dal Makhani,PID00475,2,Customer Service,abrupt or communication. Slightly their unprofessional in,Indian,Vegan,High,No,Negative,-0.5,-0.15,0.58,19,4
RU002637,g4pwuyocsm97,27,M,Chandigarh,2024-11-14,FreshBite,Garlic Bread,PID00106,4,Value for Money,Good priced the and quality for value; reasonably portion.,Continental,Vegan,High,Yes,Positive,0.5,0.45,0.6,12,4
RU002638,kqok8ybf6bli,45,M,Noida,2024-11-14,FiestaGrill,Nachos,PID00175,3,Temperature,"a sat like but felt for minute. Standard temperature, it",Mexican,Non-Veg,High,Yes,Neutral,0.0,0.0,0.0,16,3
RU002639,77fdzl5l3v77,28,F,Ludhiana,2024-11-14,WrapNation,Mexican Rice,PID00131,2,Portion Size,have been satisfying. be truly to Could bigger,Mexican,Non-Veg,Low,No,Negative,-0.5,0.25,0.75,7,8
RU002640,w6k9ca63k4n7,28,M,Thane,2024-11-14,VeganVibes,Omelette,PID00016,2,Temperature,and Temperature enjoyment. the affected disappointing was,Continental,Vegan,Medium,No,Negative,-0.5,-0.6,0.7,2,4
RU002641,yc8gzkdf6j76,21,M,Vizag,2024-11-14,BiryaniBox,Tandoori Chicken,PID00113,3,Temperature,"but sat like a minute. it felt Standard for temperature,",Indian,Vegan,Medium,Yes,Neutral,0.0,0.0,0.0,7,8
RU002642,hs84eoejt03i,39,Other,Ludhiana,2024-11-14,CurryCraft,Chicken Biryani,PID00073,2,Delivery,food was the Delivery was significantly lukewarm. delayed and,Indian,Vegetarian,High,Yes,Negative,-0.5,0.38,0.88,5,8
RU002643,zs4bf1q2bll0,44,F,Tirunelveli,2024-11-14,TasteLane,Chili Chicken,PID00010,2,Hygiene,some unhygienic; noticed or Seemed I dirt questionable areas.,Chinese,Gluten-Free,High,No,Negative,-0.5,-0.5,1.0,0,1
RU002644,y8dow5g6xk6a,52,M,Varanasi,2024-11-15,WrapNation,Salsa Verde,PID00325,2,Customer Service,their Slightly communication. abrupt or unprofessional in,Mexican,Non-Veg,High,Yes,Negative,-0.5,-0.15,0.58,3,4
RU002645,22u4sjz1b2r2,41,M,Bangalore,2024-11-15,TasteLane,Hakka Noodles,PID00177,1,Value for Money,much paying regret I for meal. this the,Chinese,Non-Veg,Medium,No,Negative,-1.0,0.2,0.2,24,1
RU002646,mtt71elo2ayd,56,F,Gwalior,2024-11-15,TasteLane,Crispy Noodles,PID00104,5,Customer Service,"and very interaction. pleasant effective, Quick,",Chinese,Gluten-Free,Low,No,Positive,1.0,0.47,0.64,22,0
RU002647,chjpwvtqq6u7,46,F,Hyderabad,2024-11-15,TasteLane,Tofu Chili,PID00283,2,Temperature,it should hot. The was been when have cold food quite,Chinese,Vegan,Low,Yes,Negative,-0.5,-0.17,0.93,21,1
RU002648,7m1p1md97zps,58,M,Jaipur,2024-11-15,VeganVibes,Chicken Pot Pie,PID00369,5,Value for Money,a very fair at An price. absolute great quality steal;,Continental,Gluten-Free,Medium,Yes,Positive,1.0,0.64,0.88,4,7
RU002649,g0rqap37lxmz,37,F,Kolkata,2024-11-15,FoodAdda,Sticky Rice,PID00201,3,Delivery,"still A than acceptable. late (less little mins), 15 but",Thai,Gluten-Free,High,No,Neutral,0.0,-0.22,0.39,0,0
RU002650,o7bpwnesbogh,49,Other,Kolkata,2024-11-15,VeganVibes,Club Sandwich,PID00062,4,Portion Size,"right highly very Just satisfying. and the size, filling",Continental,Non-Veg,Low,Yes,Positive,0.5,0.33,0.61,4,5
RU002651,scmqcneqcept,47,M,Nashik,2024-11-15,CurryCraft,Kofta Curry,PID00401,2,Taste,finishing had odd I it; unappealing. time a flavor was hard the and profile,Indian,Gluten-Free,Low,Yes,Negative,-0.5,-0.29,0.43,4,3
RU002652,gvzocps9w4kv,33,M,Hubli,2024-11-15,UrbanTadka,Aloo Paratha,PID00002,4,Portion Size,"not portion; good, solid small. A definitely",Indian,None,Low,Yes,Positive,0.5,0.11,0.4,9,10
RU002653,h0znsgwoc419,20,F,Bhopal,2024-11-15,SpiceHub,Tandoori Chicken,PID00161,1,Temperature,warm); (or melted/too Completely dish. cold the ruined,Indian,Vegan,High,No,Negative,-1.0,0.03,0.67,20,9
RU002654,d3abeg1cj8pm,43,Other,Agra,2024-11-15,BiryaniBox,Butter Naan,PID00102,4,Temperature,"acceptable a very drop. minor, warm; only Arrived temperature",Indian,Non-Veg,Low,No,Positive,0.5,0.19,0.53,25,6
RU002655,95epqxrv170h,19,M,Patna,2024-11-15,FoodAdda,Thai Fish Cakes,PID00295,1,Delivery,had—unacceptable delay. Worst delivery I've experience,Thai,Gluten-Free,Medium,Yes,Negative,-1.0,-1.0,1.0,6,4
RU002656,l4ol5kp3id6d,42,F,Bhopal,2024-11-15,MasalaMagic,Chicken Curry,PID00262,4,Taste,"highly average above Really taste, enjoyable. great definitely and",Indian,Vegetarian,Low,Yes,Positive,0.5,0.23,0.42,5,2
RU002657,89vwcscfnl5q,54,M,Ranchi,2024-11-15,TasteLane,Schezwan Rice,PID00158,4,Taste,seasoning well spot-on was dish the and very executed. was The,Chinese,Non-Veg,High,Yes,Positive,0.5,0.2,0.3,10,7
RU002658,q9my338m138f,35,F,Patna,2024-11-16,MasalaMagic,Tandoori Chicken,PID00377,5,Value for Money,Exceptional Worth penny! quantity price. quality every and for the,Indian,Vegetarian,Medium,Yes,Positive,1.0,0.52,0.55,14,0
RU002659,j8o98bujds0s,45,F,Pune,2024-11-16,MasalaMagic,Chicken Biryani,PID00129,4,Delivery,"Very quick, the food warm and arrived in condition. good",Indian,Non-Veg,High,No,Positive,0.5,0.58,0.62,11,6
RU002660,b76mkfa2lw8e,34,M,Ludhiana,2024-11-16,SpiceHub,Chicken Biryani,PID00042,4,Customer Service,professional Very positive and interaction.,Indian,Non-Veg,Medium,No,Positive,0.5,0.2,0.4,6,2
RU002661,ixpphozb1udu,30,F,Madurai,2024-11-16,PastaPalace,Bruschetta,PID00203,4,Hygiene,surfaces the looked were clean. The and fresh food,Italian,Gluten-Free,Low,Yes,Positive,0.5,0.33,0.6,16,1
RU002662,nh3pf34hh4we,38,M,Udaipur,2024-11-16,PastaPalace,Bruschetta,PID00203,4,Hygiene,"of cleanliness, issues. Very good no level visible",Italian,None,Medium,Yes,Positive,0.5,0.91,0.78,23,5
RU002663,kjeq8jdxs0ur,50,Other,Agra,2024-11-16,NoodleNest,Fried Rice,PID00026,2,Temperature,was off. temperature proper lacked insulation—the Clearly,Chinese,Vegetarian,Low,Yes,Negative,-0.5,0.05,0.24,13,2
RU002664,d9o45fg3mlof,29,M,Indore,2024-11-16,BiryaniBox,Chole Bhature,PID00206,2,Customer Service,or unprofessional in their communication. abrupt Slightly,Indian,None,High,Yes,Negative,-0.5,-0.15,0.58,7,4
RU002665,21tsv7kvl11o,49,M,Trivandrum,2024-11-16,VeganVibes,Omelette,PID00016,1,Customer Service,effort truly frustrating a help; interaction. Zero to,Continental,Vegan,High,No,Negative,-1.0,-0.4,0.9,18,7
RU002666,prlpg7gvlhwx,46,F,Vizag,2024-11-16,FoodAdda,Thai Fish Cakes,PID00295,3,Portion Size,"or noteworthy. Acceptable size, but nothing special",Thai,Non-Veg,High,No,Neutral,0.0,0.36,0.57,17,3
RU002667,ltxljqwzcthx,51,M,Pune,2024-11-16,FiestaGrill,Enchiladas,PID00374,2,Packaging,together hot poorly. were items The packed and cold,Mexican,Vegetarian,Medium,No,Negative,-0.5,-0.25,0.82,10,8
RU002668,47f3htkauq8a,58,M,Udaipur,2024-11-16,WrapNation,Tacos,PID00151,4,Customer Service,They my query and resolved good attitude. with efficiently,Mexican,Vegetarian,High,No,Positive,0.5,0.7,0.6,23,5
RU002669,3rfy5o5bfkca,59,Other,Kolkata,2024-11-16,FreshBite,Caesar Salad,PID00032,5,Delivery,"exactly early! even little and a time, hot on Delivered",Continental,Non-Veg,Medium,No,Positive,1.0,0.06,0.55,12,1
RU002670,7td04xfpp54t,46,F,Bhopal,2024-11-16,PastaPalace,Calzone,PID00306,1,Hygiene,I food was concerned about genuinely safety.,Italian,Gluten-Free,Medium,Yes,Negative,-1.0,0.4,0.5,15,1
RU002671,x9r8c5e3z19c,24,M,Bhopal,2024-11-16,TasteLane,Manchurian,PID00361,1,Taste,Seriously flavors inedible; spoiled. off or completely the were,Chinese,None,Low,No,Negative,-1.0,-0.12,0.53,0,1
RU002672,pdewkjcuhtst,52,M,Jodhpur,2024-11-16,CurryCraft,Palak Paneer,PID00213,1,Value for Money,much paying this meal. the regret I for,Indian,None,High,No,Negative,-1.0,0.2,0.2,6,1
RU002673,m61y4ibex6e2,45,F,Chandigarh,2024-11-17,WokWay,Sweet Corn Soup,PID00483,1,Hygiene,genuinely about was I safety. concerned food,Chinese,None,Medium,No,Negative,-1.0,0.4,0.5,6,9
RU002674,ravpx0x1ccef,25,M,Kanpur,2024-11-17,UrbanTadka,Rajma Chawal,PID00495,3,Delivery,Arrived issue. no the window; within major extended,Indian,Gluten-Free,Medium,No,Neutral,0.0,0.06,0.5,12,1
RU002675,vizuuv5xhs6j,25,M,Shimla,2024-11-17,TandooriTrail,Chicken Curry,PID00522,2,Delivery,of The the delay negatively meal. impacted quality the,Indian,Vegan,Low,Yes,Negative,-0.5,-0.3,0.4,15,6
RU002676,9sufyuudxf0q,60,F,Coimbatore,2024-11-17,PastaPalace,Pesto Pasta,PID00223,2,Delivery,delay) well communicated. Quite (30+ not and minutes late,Italian,Gluten-Free,Low,Yes,Negative,-0.5,-0.3,0.6,20,1
RU002677,uhgpjnvwrxgk,32,F,Vizag,2024-11-17,WokWay,Stir Fry Veggies,PID00030,3,Packaging,Simple be organized inside. basic better packaging; could and,Chinese,None,Medium,No,Neutral,0.0,0.17,0.33,3,2
RU002678,c4c6kto2zlkn,27,Other,Delhi,2024-11-17,WokWay,Gobi Manchurian,PID00067,2,Temperature,was quite hot. The when food it been cold should have,Chinese,Vegetarian,Medium,No,Negative,-0.5,-0.17,0.93,1,8
RU002679,qoqsd8p4xtkx,29,M,Dehradun,2024-11-17,CurryCraft,Chicken Biryani,PID00073,5,Value for Money,fair An quality a great steal; very absolute at price.,Indian,Gluten-Free,Medium,No,Positive,1.0,0.59,0.88,10,5
RU002680,bnz72wuma480,31,F,Thane,2024-11-17,TasteLane,Hot and Sour Soup,PID00457,2,Taste,very underwhelming; and The was forgettable. taste bland,Chinese,None,Medium,No,Negative,-0.5,-0.16,0.54,1,5
RU002681,mjqgwcbwiv6l,29,F,Bangalore,2024-11-17,UrbanTadka,Dal Makhani,PID00636,3,Packaging,"average, It nothing functional be but Could noteworthy. sturdier. was",Indian,Non-Veg,Medium,Yes,Neutral,0.0,-0.15,0.4,6,4
RU002682,iqlpxa1uaus5,56,M,Salem,2024-11-17,NoodleNest,Fried Rice,PID00026,2,Hygiene,made it the slightly with Not me cleanliness; happy uneasy.,Chinese,Vegetarian,Medium,Yes,Negative,-0.5,0.32,0.58,8,0
RU002683,t5rnogdj68bm,20,F,Thane,2024-11-17,SpiceHub,Fish Fry,PID00089,5,Value for Money,value—I this would happily pay Superb again.,Indian,Gluten-Free,Low,No,Positive,1.0,0.9,1.0,16,1
RU002684,egcz17r7b8lc,36,F,Gwalior,2024-11-17,SpiceHub,Aloo Paratha,PID00116,2,Temperature,chilled were not The enough. items cold,Indian,Vegan,Low,Yes,Negative,-0.5,-0.3,0.75,24,4
RU002685,lxep70z1kmo7,19,M,Gwalior,2024-11-18,TandooriTrail,Chole Bhature,PID00813,4,Value for Money,the price by was justified experience. The,Indian,None,High,Yes,Positive,0.5,0.4,0.9,6,10
RU002686,kil99own0d8a,50,Other,Chennai,2024-11-18,BiryaniBox,Palak Paneer,PID00467,2,Customer Service,The staff distracted. or seemed disinterested,Indian,Non-Veg,Low,Yes,Negative,-0.5,0.0,0.0,20,5
RU002687,pp3xvkvzrgol,58,M,Nagpur,2024-11-18,TasteLane,Crispy Noodles,PID00104,5,Delivery,"on hot time, little Delivered and even early! exactly a",Chinese,Non-Veg,Low,Yes,Positive,1.0,0.11,0.48,4,10
RU002688,qmxetizu802n,47,F,Ranchi,2024-11-18,WrapNation,Refried Beans,PID00357,5,Temperature,used excellent was Clearly insulation; temperature ideal.,Mexican,Vegetarian,Medium,Yes,Positive,1.0,0.67,0.79,10,8
RU002689,zt9zlo8h6l1x,57,Other,Shimla,2024-11-18,MasalaMagic,Paneer Butter Masala,PID00231,4,Hygiene,"good level cleanliness, of no visible Very issues.",Indian,Vegan,Low,Yes,Positive,0.5,0.45,0.45,14,1
RU002690,d86duduymtgr,31,M,Noida,2024-11-18,WrapNation,Burrito Bowl,PID00008,5,Taste,and This dish addictive. Delicious! highly flawless was,Mexican,Gluten-Free,High,Yes,Positive,1.0,0.67,0.97,16,2
RU002691,vlys86y05b96,47,Other,Gwalior,2024-11-18,MasalaMagic,Paneer Butter Masala,PID00231,2,Customer Service,or their unprofessional abrupt communication. in Slightly,Indian,Non-Veg,High,No,Negative,-0.5,-0.15,0.58,0,0
RU002692,fgzskiguvety,20,M,Erode,2024-11-18,WokWay,Stir Fry Veggies,PID00030,4,Customer Service,professional interaction. positive Very and,Chinese,Non-Veg,Low,Yes,Positive,0.5,0.18,0.32,4,4
RU002693,wrqr72a4ixy7,35,F,Jaipur,2024-11-18,NoodleNest,Fried Rice,PID00026,4,Portion Size,"like portion. standard, honest a Felt",Chinese,Vegetarian,Low,Yes,Positive,0.5,0.3,0.45,22,7
RU002694,h4ibhrqjuyht,44,M,Hubli,2024-11-18,MasalaMagic,Chicken Curry,PID00262,4,Temperature,temperature done. Solid control—well,Indian,Non-Veg,Medium,No,Positive,0.5,0.0,0.1,5,9
RU002695,fp1b4k53nvxr,59,M,Thanjavur,2024-11-18,BiryaniBox,Tandoori Chicken,PID00113,4,Customer Service,the service made experience enjoyable. solid The was and,Indian,Vegetarian,High,No,Positive,0.5,0.25,0.35,5,2
RU002696,7wr1sheurq7v,60,F,Delhi,2024-11-18,UrbanTadka,Palak Paneer,PID00095,1,Delivery,delayed Extremely an terrible experience. hour)—a (over,Indian,None,High,Yes,Negative,-1.0,-1.0,1.0,7,3
RU002697,cg3xn5b78vfd,44,M,Hubli,2024-11-18,UrbanTadka,Fish Fry,PID01913,4,Value for Money,complaints priced the cost; No about correctly.,Indian,Gluten-Free,High,Yes,Positive,0.5,0.0,0.0,4,8
RU002698,mxe2nfzkxy2y,18,F,Vellore,2024-11-18,VeganVibes,Mashed Potatoes,PID00022,3,Value for Money,"Fairly great but priced—no either. deals, overpriced not",Continental,Gluten-Free,Low,No,Neutral,0.0,0.8,0.75,15,4
RU002699,uo7ew6xcz40e,46,M,Udaipur,2024-11-18,SpiceHub,Palak Paneer,PID00064,3,Packaging,"to food Acceptable, the but rearrange before eating. I had",Indian,Non-Veg,High,No,Neutral,0.0,0.0,0.0,16,6
RU002700,i0jpuw1yjgz6,28,M,Vellore,2024-11-18,TandooriTrail,Chicken Biryani,PID00076,1,Packaging,seal broke for delivery. totally unsuitable easily; The,Indian,Vegetarian,High,No,Negative,-1.0,0.22,0.79,16,1
RU002701,1dmnemizh7du,23,F,Kanpur,2024-11-18,WokWay,Crispy Noodles,PID00018,5,Delivery,job. way expected—fantastic sooner than Arrived,Chinese,None,High,Yes,Positive,1.0,0.0,0.0,5,1
RU002702,weysu7errbsz,55,M,Erode,2024-11-18,FiestaGrill,Salsa Verde,PID00333,3,Temperature,"not but could was be food The warm, better. hot—acceptable",Mexican,Non-Veg,Low,No,Neutral,0.0,0.55,0.55,13,7
RU002703,goiw2axk1juk,59,M,Chandigarh,2024-11-18,FreshBite,Garlic Bread,PID00106,2,Temperature,and Temperature disappointing enjoyment. was the affected,Continental,Vegan,Low,Yes,Negative,-0.5,-0.6,0.7,6,4
RU002704,paytxw1vzc7d,37,F,Trivandrum,2024-11-19,SpiceHub,Masala Dosa,PID00186,5,Customer Service,me. went Exceptional to they service; and above assist beyond,Indian,Vegan,Medium,Yes,Positive,1.0,0.33,0.55,3,0
RU002705,q3cybyc4i6h1,40,F,Amritsar,2024-11-19,FreshBite,Garlic Bread,PID00106,1,Packaging,unacceptable integrity. standard An of packaging,Continental,Vegetarian,Low,Yes,Negative,-1.0,0.0,0.0,19,3
RU002706,bjhrr3xakx57,60,F,Aurangabad,2024-11-19,BiryaniBox,Paneer Butter Masala,PID00321,4,Packaging,no major concerns. A of standard very packaging; good,Indian,None,High,No,Positive,0.5,0.22,0.35,1,0
RU002707,wfhkiun0q6wz,22,F,Aurangabad,2024-11-19,WokWay,Sweet Corn Soup,PID00483,1,Hygiene,safety. about food was I concerned genuinely,Chinese,Vegetarian,Medium,Yes,Negative,-1.0,0.4,0.5,2,4
RU002708,17fcde5e8nq9,28,M,Amritsar,2024-11-19,FiestaGrill,Pozole,PID00971,2,Hygiene,with me happy made it Not cleanliness; slightly the uneasy.,Mexican,Gluten-Free,Low,No,Negative,-0.5,0.32,0.58,3,7
RU002709,wmdbtyk0miwl,27,M,Shimla,2024-11-19,WokWay,Manchurian,PID00448,3,Packaging,"up container a Held felt little but the okay, flimsy.",Chinese,Gluten-Free,Low,No,Neutral,0.0,0.16,0.5,4,3
RU002710,qvkolef8hvt9,39,M,Shimla,2024-11-19,TandooriTrail,Palak Paneer,PID00315,4,Hygiene,fresh-looking; felt safe here. Hygienic eating and,Indian,Non-Veg,Low,Yes,Positive,0.5,0.5,0.5,6,0
RU002711,6yjmk3tgmalw,56,Other,Shimla,2024-11-19,BiryaniBox,Tandoori Chicken,PID00113,5,Packaging,The great; clearly presentation still high-quality packaging. professional and was,Indian,Vegetarian,Low,Yes,Positive,1.0,0.33,0.41,1,1
RU002712,y9ienswelut8,37,F,Patna,2024-11-19,FoodAdda,Thai Fish Cakes,PID00295,5,Portion Size,quantity—I great surprised. was pleasantly Truly,Thai,None,High,No,Positive,1.0,0.54,0.87,10,7
RU002713,27kw3c03kky5,40,F,Tirunelveli,2024-11-19,UrbanTadka,Tandoori Chicken,PID00190,2,Taste,Noticeably flavor and poorly in lacking very seasoned.,Indian,Non-Veg,High,Yes,Negative,-0.5,-0.04,0.46,10,3
RU002714,s1ektyr1k12v,18,M,Rajkot,2024-11-19,SpiceHub,Masala Dosa,PID00186,4,Customer Service,positive interaction. and professional Very,Indian,Vegetarian,Low,No,Positive,0.5,0.18,0.32,16,9
RU002715,v7f0z6twfs4e,20,F,Coimbatore,2024-11-19,BiryaniBox,Butter Naan,PID00102,3,Hygiene,"cleaner establishments. seen I've was It but okay,",Indian,None,Low,No,Neutral,0.0,0.5,0.5,13,8
RU002716,go8ryww49uxi,35,M,Agra,2024-11-19,FoodAdda,Coconut Soup,PID00509,4,Delivery,"warm Very arrived food in condition. quick, good and the",Thai,Vegetarian,Medium,No,Positive,0.5,0.46,0.5,18,0
RU002717,y1yjkzortsoy,43,Other,Chandigarh,2024-11-19,MasalaMagic,Tandoori Chicken,PID00377,4,Delivery,"and food Very quick, the good warm condition. arrived in",Indian,Vegetarian,Medium,No,Positive,0.5,0.58,0.62,4,6
RU002718,9u2f3zk1ypst,36,M,Nagpur,2024-11-19,VeganVibes,Mashed Potatoes,PID00022,3,Taste,"the plain, okay. A tasted core ingredients but bit",Continental,Gluten-Free,Medium,No,Neutral,0.0,0.14,0.43,20,1
RU002719,46atntkr3y5f,56,M,Hyderabad,2024-11-19,BiryaniBox,Chole Bhature,PID00206,3,Packaging,"but little the container a flimsy. Held okay, up felt",Indian,Non-Veg,Low,Yes,Neutral,0.0,0.16,0.5,18,8
RU002720,f3j8jcfd9r1s,23,F,Coimbatore,2024-11-20,WrapNation,Tamales,PID00287,3,Value for Money,"quality. acceptable for expensive, still the but bit A",Mexican,Vegan,High,No,Neutral,0.0,-0.5,0.7,7,1
RU002721,zoqz05yr3phl,55,M,Shimla,2024-11-20,CurryCraft,Palak Paneer,PID00213,1,Hygiene,"Unclean, conditions—a major failure. hygiene unacceptable",Indian,Vegetarian,Low,No,Negative,-1.0,-0.13,0.4,12,5
RU002722,fe8fgkvtr43i,21,F,Thane,2024-11-20,FreshBite,Grilled Chicken,PID00071,3,Delivery,issue. window; the extended major within no Arrived,Continental,Vegan,Low,No,Neutral,0.0,0.06,0.5,3,10
